"movie_title","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","actor_1_name","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","movie_imdb_link","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","aspect_ratio","movie_facebook_likes","imdb_score"
"Hook ","Color","Steven Spielberg","75","142","14000","5000","Julia Roberts","49000","119654900","Robin Williams","182802","64259","Bob Hoskins","1","http://www.imdb.com/title/tt0102057/?ref_=fn_tt_tt_1","363","English","USA","PG","70000000","1991","8000","2.35","13000","6.7"
"The Whole Ten Yards ","Color","Howard Deutch","74","98","41","900","Matthew Perry","13000","16323969","Bruce Willis","45775","18085","Natasha Henstridge","5","http://www.imdb.com/title/tt0327247/?ref_=fn_tt_tt_1","112","English","USA","PG-13","40000000","2004","2000","1.85","462","5.5"
"House of Sand and Fog ","Color","Vadim Perelman","158","126","26","385","Kim Dickens","638","13005485","Frances Fisher","56665","2282","Ron Eldard","0","http://www.imdb.com/title/tt0315983/?ref_=fn_tt_tt_1","469","English","USA","R","15000000","2003","624","1.85","0","7.6"
"Sky Captain and the World of Tomorrow ","Color","Kerry Conran","197","106","14","582","Laurence Olivier","11000","37760080","Angelina Jolie Pitt","72868","12871","Bai Ling","2","http://www.imdb.com/title/tt0346156/?ref_=fn_tt_tt_1","618","English","USA","PG","70000000","2004","1000","1.85","0","6.1"
"Awake ","Color","Joby Harold","133","84","8","896","Fisher Stevens","4000","14373825","Hayden Christensen","63216","6954","Denis O'Hare","0","http://www.imdb.com/title/tt0211933/?ref_=fn_tt_tt_1","196","English","USA","R","8600000","2007","922","2.35","0","6.5"
"21 ","Color","Robert Luketic","144","123","126","1000","Jim Sturgess","18000","81159365","Kevin Spacey","191470","25661","Josh Gad","2","http://www.imdb.com/title/tt0478087/?ref_=fn_tt_tt_1","278","English","USA","PG-13","35000000","2008","5000","2.35","0","6.8"
"The Good Thief ","Color","Neil Jordan","105","109","277","345","Saïd Taghmaoui","2000","3517797","Emir Kusturica","9004","2759","Tchéky Karyo","0","http://www.imdb.com/title/tt0281820/?ref_=fn_tt_tt_1","103","English","France","R","25000000","2002","378","1.85","287","6.6"
"The Losers ","Color","Sylvain White","213","97","41","619","Jason Patric","11000","23527955","Chris Evans","74691","12841","Óscar Jaenada","1","http://www.imdb.com/title/tt0480255/?ref_=fn_tt_tt_1","165","English","USA","PG-13","25000000","2010","673","2.35","0","6.4"
"Knocked Up ","Color","Judd Apatow","251","133","0","529","Martin Starr","11000","148734225","Harold Ramis","298590","12874","Charlyne Yi","2","http://www.imdb.com/title/tt0478311/?ref_=fn_tt_tt_1","559","English","USA","R","30000000","2007","985","1.85","0","7"
"The Pelican Brief ","Color","Alan J. Pakula","43","141","79","956","Julia Roberts","18000","100768056","Denzel Washington","59569","30063","Tony Goldwyn","0","http://www.imdb.com/title/tt0107798/?ref_=fn_tt_tt_1","89","English","USA","PG-13","45000000","1993","8000","2.35","0","6.5"
"Up in the Air ","Color","Jason Reitman","391","108","655","940","Anna Kendrick","24000","83813460","J.K. Simmons","270238","35209","Chris Lowell","0","http://www.imdb.com/title/tt1193138/?ref_=fn_tt_tt_1","452","English","USA","R","25000000","2009","10000","1.85","19000","7.4"
"Cavite ","Color","Neill Dela Llana","35","80","0","0","Edgar Tancangco","0","70071","Ian Gamazon","589","0","Quynn Ton","0","http://www.imdb.com/title/tt0428303/?ref_=fn_tt_tt_1","35","English","Philippines","Not Rated","7000","2005","0",,"74","6.3"
"Wolf Creek             ","Color",,"2",,,"206","John Jarratt","511",,"Richard Cawthorne","726","1617","Lucy Fry","0","http://www.imdb.com/title/tt4460878/?ref_=fn_tt_tt_1","6","English","Australia",,,,"457","2","954","7.1"
"North Country ","Color","Niki Caro","155","126","51","874","Charlize Theron","10000","18324242","Jeremy Renner","32815","20563","Sissy Spacek","4","http://www.imdb.com/title/tt0395972/?ref_=fn_tt_tt_1","214","English","USA","R","35000000","2005","9000","2.35","0","7.3"
"The Rules of Attraction ","Color","Roger Avary","143","110","675","968","Faye Dunaway","16000","6525762","Ian Somerhalder","44339","19928","Clifton Collins Jr.","2","http://www.imdb.com/title/tt0292644/?ref_=fn_tt_tt_1","425","English","USA","R","4000000","2002","977","1.85","0","6.7"
"Firefox ","Color","Clint Eastwood","43","136","16000","216","Warren Clarke","16000","46700000","Clint Eastwood","19832","16805","Kenneth Colley","1","http://www.imdb.com/title/tt0083943/?ref_=fn_tt_tt_1","98","English","USA","PG","21000000","1982","281","2.35","0","5.9"
"Mercy Streets ","Color","Jon Gunn","15","106","16","254","David A.R. White","602","171988","Stacy Keach","448","1281","Cynthia Watros","1","http://www.imdb.com/title/tt0243415/?ref_=fn_tt_tt_1","16","English","USA","PG-13","600000","2000","266","1.85","12","5.6"
"The Age of Innocence ","Color","Martin Scorsese","56","139","17000","94","Geraldine Chaplin","554","32000000","Richard E. Grant","36267","1068","Stuart Wilson","3","http://www.imdb.com/title/tt0106226/?ref_=fn_tt_tt_1","150","English","USA","PG","30000000","1993","382","2.35","0","7.2"
"Corky Romano ","Color","Rob Pritts","62","86","5","532","Vinessa Shaw","584","23978402","Vincent Pastore","10966","3850","Peter Berg","1","http://www.imdb.com/title/tt0250310/?ref_=fn_tt_tt_1","100","English","USA","PG-13","11000000","2001","580","1.85","365","4.6"
"Funny Ha Ha ","Color","Andrew Bujalski","43","85","26","3","Kate Dollenmayer","26",,"Andrew Bujalski","1894","40","Justin Rice","1","http://www.imdb.com/title/tt0327753/?ref_=fn_tt_tt_1","61","English","USA",,,"2002","6","1.37","108","6.4"
"J. Edgar ","Color","Clint Eastwood","392","137","16000","363","Naomi Watts","29000","37304950","Leonardo DiCaprio","102728","36258","Kaitlyn Dever","0","http://www.imdb.com/title/tt1616195/?ref_=fn_tt_tt_1","279","English","USA","R","35000000","2011","6000","2.35","16000","6.6"
"A Haunted House 2 ","Color","Michael Tiddes","69","86","89","511","Essence Atkins","986","17314483","Ashley Rickards","14621","4073","Gabriel Iglesias","2","http://www.imdb.com/title/tt2828996/?ref_=fn_tt_tt_1","48","English","USA","R","4000000","2014","713","1.85","0","4.7"
"Gamer ","Color","Mark Neveldine","180","95","83","1000","Logan Lerman","18000","20488579","Gerard Butler","113483","29926","Alison Lohman","1","http://www.imdb.com/title/tt1034032/?ref_=fn_tt_tt_1","245","English","USA","R","50000000","2009","8000","1.85","0","5.8"
"Schindler's List "," Black and White","Steven Spielberg","174","185","14000","212","Embeth Davidtz","14000","96067179","Liam Neeson","865020","15233","Caroline Goodall","0","http://www.imdb.com/title/tt0108052/?ref_=fn_tt_tt_1","1273","English","USA","R","22000000","1993","795","1.85","41000","8.9"
"The Legend of Tarzan ","Color","David Yates","248","110","282","103","Alexander Skarsgård","11000","124051759","Christoph Waltz","42372","21175","Casper Crump","2","http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1","239","English","USA","PG-13","180000000","2016","10000","2.35","29000","6.6"
"Chocolate: Deep Dark Secrets ","Color","Vivek Agnihotri","4","160","5","219","Anil Kapoor","724","49000","Emraan Hashmi","1524","2024","Sunil Shetty","5","http://www.imdb.com/title/tt0454431/?ref_=fn_tt_tt_1","30","Hindi","India",,"1500000","2005","668",,"31","4.8"
"The Statement "," Black and White","Norman Jewison","54","120","278","387","Colin Salmon","844","763044","Charlotte Rampling","4257","3286","John Neville","4","http://www.imdb.com/title/tt0340376/?ref_=fn_tt_tt_1","52","English","Canada","R","23000000","2003","766","1.85","188","6.2"
"Trade ","Color","Marco Kreuzpaintner","69","120","7","289","Kate del Castillo","662","214202","Zack Ward","14831","1952","Alicja Bachleda","0","http://www.imdb.com/title/tt0399095/?ref_=fn_tt_tt_1","75","English","Germany","R","12000000","2007","345","2.35","0","7.5"
"Flawless ","Color","Joel Schumacher","78","112","541","638","Philip Seymour Hoffman","22000","4485485","Robert De Niro","14612","46022","Chris Bauer","1","http://www.imdb.com/title/tt0155711/?ref_=fn_tt_tt_1","105","English","USA","R","15000000","1999","22000","1.85","0","6.4"
"I Served the King of England ","Color","Jirí Menzel","99","113","44","4","Ivan Barnev","61","617228","Julia Jentsch","6183","92","Milan Lasica","1","http://www.imdb.com/title/tt0284363/?ref_=fn_tt_tt_1","27","Czech","Czech Republic","R","84450000","2006","12","1.85","1000","7.4"
"Down for Life ","Color","Alan Jacobs","1","92","2","601","Laz Alonso","881",,"Snoop Dogg","257","3229","Nicholas Gonzalez","3","http://www.imdb.com/title/tt1056477/?ref_=fn_tt_tt_1","6","English","USA","R",,"2009","826","1.85","237","7.3"
"Soul Plane ","Color","Jessy Terrero","75","92","29","618","Snoop Dogg","939","13922211","Mo'Nique","18271","3935","Tom Arnold","9","http://www.imdb.com/title/tt0367085/?ref_=fn_tt_tt_1","150","English","USA","R","16000000","2004","881","1.85","0","4.4"
"Head Over Heels ","Color","Mark Waters","61","86","70","169","Ivana Milicevic","878","10397365","Monica Potter","11693","2165","China Chow","5","http://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1","104","English","USA","PG-13","14000000","2001","834","2.35","613","5.4"
"The Boss ","Color","Ben Falcone","154","99","265","265","Tyler Labine","22000","63034755","Peter Dinklage","16984","23562","Ben Falcone","1","http://www.imdb.com/title/tt2702724/?ref_=fn_tt_tt_1","96","English","USA","R","29000000","2016","779","1.85","0","5.3"
"The Return of the Living Dead ","Color","Dan O'Bannon","203","108","228","358","Clu Gulager","431",,"Linnea Quigley","39857","2020","Beverly Randolph","0","http://www.imdb.com/title/tt0089907/?ref_=fn_tt_tt_1","300","English","USA","R","4000000","1985","426","1.85","0","7.3"
"Philomena ","Color","Stephen Frears","354","98","350","322","Mare Winningham","1000","37707719","Steve Coogan","76094","2376","Peter Hermann","2","http://www.imdb.com/title/tt2431286/?ref_=fn_tt_tt_1","233","English","UK","PG-13","12000000","2013","482","1.85","37000","7.6"
"Aloft ","Color","Claudia Llosa","56","97","43","47","Zen McGrath","144","52961","Ian Tracey","2103","326","William Shimell","1","http://www.imdb.com/title/tt2494384/?ref_=fn_tt_tt_1","11","English","Spain","R","8000000","2014","63","2.35","675","5.3"
"On the Line ","Color","Eric Bross","46","85","49","401","Tamala Jones","719","4356743","Jerry Stiller","3662","2446","Dave Foley","2","http://www.imdb.com/title/tt0279286/?ref_=fn_tt_tt_1","79","English","USA","PG","16000000","2001","405","1.85","0","4.1"
"Halloween ","Color","John Carpenter","318","101","0","598","Donald Pleasence","2000","47000000","Jamie Lee Curtis","157857","4400","P.J. Soles","0","http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1","1191","English","USA","R","300000","1978","742","2.35","12000","7.9"
"Taxi to the Dark Side ","Color","Alex Gibney","84","53","141","23","George W. Bush","141","274661","Alex Gibney","10564","313","Greg D'Agostino","0","http://www.imdb.com/title/tt0854678/?ref_=fn_tt_tt_1","40","English","USA","R","1000000","2007","125","1.85","0","7.7"
"Fireproof ","Color","Alex Kendrick","50","122","589","150","Ken Bevel","848","33451479","Kirk Cameron","17068","1164","Erin Bethea","0","http://www.imdb.com/title/tt1129423/?ref_=fn_tt_tt_1","215","English","USA","PG","500000","2008","153","1.85","0","6.5"
"We're the Millers ","Color","Rawson Marshall Thurber","289","118","43","651","Molly C. Quinn","740","150368971","Laura-Leigh","316671","3425","Thomas Lennon","4","http://www.imdb.com/title/tt1723121/?ref_=fn_tt_tt_1","301","English","USA","R","37000000","2013","707","2.35","35000","7"
"Tears of the Sun ","Color","Antoine Fuqua","89","142","845","787","Tom Skerritt","13000","43426961","Bruce Willis","93494","16580","Cole Hauser","1","http://www.imdb.com/title/tt0314353/?ref_=fn_tt_tt_1","394","English","USA","R","70000000","2003","1000","2.35","0","6.6"
"Legends of Oz: Dorothy's Return ","Color","Will Finn","51","88","6","854","Oliver Platt","2000","8460990","Lea Michele","5116","6946","Jim Belushi","1","http://www.imdb.com/title/tt0884726/?ref_=fn_tt_tt_1","54","English","USA","PG","70000000","2013","1000",,"5000","5.6"
"We Are Marshall ","Color","McG","96","131","368","383","Kimberly Williams-Paisley","11000","43532294","Matthew McConaughey","46951","12088","Brian Geraghty","0","http://www.imdb.com/title/tt0758794/?ref_=fn_tt_tt_1","175","English","USA","PG","65000000","2006","529","2.35","0","7.1"
"The Lady from Shanghai "," Black and White","Orson Welles","90","92","0","18","Everett Sloane","1000","7927","Rita Hayworth","19236","1055","Ted de Corsia","1","http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1","175","English","USA","Not Rated","2300000","1947","29","1.37","0","7.7"
"Smokin' Aces ","Color","Joe Carnahan","186","109","248","968","Common","16000","35635046","Ryan Reynolds","121058","19410","Alex Rocco","0","http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1","482","English","UK","R","17000000","2006","988","2.35","3000","6.7"
"The Lovely Bones ","Color","Peter Jackson","308","135","0","310","AJ Michalka","873","43982842","Michael Imperioli","125109","2370","Tom McCarthy","1","http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1","593","English","USA","PG-13","65000000","2009","560","2.35","16000","6.7"
"A Dog of Flanders ","Color","Kevin Brodie","25","100","0","359","Cheryl Ladd","655","2148212","Bruce McGill","781","1906","Jack Warden","0","http://www.imdb.com/title/tt0160216/?ref_=fn_tt_tt_1","20","English","USA","PG","7000000","1999","476","1.85","157","6.3"
"Sands of Iwo Jima "," Black and White","Allan Dwan","40","109","23","88","Richard Jaeckel","183",,"James Brown","7346","510","Forrest Tucker","0","http://www.imdb.com/title/tt0041841/?ref_=fn_tt_tt_1","69","English","USA","Approved","1000000","1949","102","1.37","624","7.2"
"The Spy Next Door ","Color","Brian Levant","97","94","32","453","Amber Valletta","1000","24268828","Madeline Carroll","29971","3436","George Lopez","4","http://www.imdb.com/title/tt1273678/?ref_=fn_tt_tt_1","71","English","USA","PG","28000000","2010","626","1.85","0","5.4"
"Last Holiday ","Color","Wayne Wang","99","112","61","501","Alicia Witt","1000","38360195","LL Cool J","21215","3757","Timothy Hutton","1","http://www.imdb.com/title/tt0408985/?ref_=fn_tt_tt_1","116","English","USA","PG-13","45000000","2006","976","2.35","0","6.4"
"The Boy Next Door ","Color","Rob Cohen","149","91","357","326","Hill Harper","3000","35385560","Ryan Guzman","27198","4807","Adam Hicks","1","http://www.imdb.com/title/tt3181822/?ref_=fn_tt_tt_1","131","English","USA","R","4000000","2015","465","2.35","8000","4.6"
"The Last Shot ","Color","Jeff Nathanson","42","93","23","596","Glenn Morshower","2000","463730","Matthew Broderick","3789","5240","Tim Blake Nelson","10","http://www.imdb.com/title/tt0357054/?ref_=fn_tt_tt_1","39","English","USA","R",,"2004","894","1.85","89","5.7"
"RocknRolla ","Color","Guy Ritchie","209","114","0","1000","Gerard Butler","27000","5694401","Tom Hardy","194489","46944","Tom Wilkinson","4","http://www.imdb.com/title/tt1032755/?ref_=fn_tt_tt_1","192","English","UK","R","18000000","2008","18000","2.35","12000","7.3"
"Erin Brockovich ","Color","Steven Soderbergh","169","131","0","658","Albert Finney","8000","125548685","Julia Roberts","135246","10003","Conchata Ferrell","0","http://www.imdb.com/title/tt0195685/?ref_=fn_tt_tt_1","498","English","USA","R","52000000","2000","883","1.85","0","7.3"
"Something Wicked ",,"Darin Scott","7","95","39","375","Shantel VanSanten","1000",,"Julian Morris","976","3024","John Robinson","2","http://www.imdb.com/title/tt1327601/?ref_=fn_tt_tt_1","15","English","USA","R","3000000","2014","747",,"395","4.8"
"The Cell ","Color","Tarsem Singh","225","109","763","311","Jake Weber","812","61280963","Dylan Baker","79877","2474","James Gammon","1","http://www.imdb.com/title/tt0209958/?ref_=fn_tt_tt_1","677","English","USA","R","33000000","2000","551","2.35","0","6.3"
"Battlefield Earth ","Color","Roger Christian","174","119","64","41","Michael Byrne","743","21471685","Richard Tyson","65464","971","John Topor","0","http://www.imdb.com/title/tt0185183/?ref_=fn_tt_tt_1","1308","English","USA","PG-13","44000000","2000","117","2.35","0","2.4"
"Into the Grizzly Maze ",,"David Hackl","48","94","43","129","Michaela McManus","826",,"Scott Glenn","4486","1586","Luisa D'Oliveira","4","http://www.imdb.com/title/tt1694021/?ref_=fn_tt_tt_1","38","English","USA","R","10000000","2015","476","1.85","0","5.3"
"Welcome Home, Roscoe Jenkins ","Color","Malcolm D. Lee","76","114","92","436","Mike Epps","940","42168445","Mo'Nique","10791","3565","Cedric the Entertainer","3","http://www.imdb.com/title/tt0494652/?ref_=fn_tt_tt_1","39","English","USA","PG-13","35000000","2008","706","1.85","464","5.3"
"Subway ","Color","Luc Besson","30","98","0","164","Isabelle Adjani","1000",,"Christopher Lambert","11031","1917","Jean-Hugues Anglade","1","http://www.imdb.com/title/tt0090095/?ref_=fn_tt_tt_1","45","French","France","R","17000000","1985","572","2.35","739","6.5"
"Shark Tale ","Color","Bibo Bergeron","143","90","10","11000","Martin Scorsese","22000","160762022","Robert De Niro","132415","63165","Angelina Jolie Pitt","0","http://www.imdb.com/title/tt0307453/?ref_=fn_tt_tt_1","288","English","USA","PG","75000000","2004","17000","1.85","0","6"
"Dirty Work ","Color","Bob Saget","32","82","799","294","Jack Warden","721","9975684","Don Rickles","20033","1805","Traylor Howard","0","http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1","117","English","Canada","PG-13","13000000","1998","359","1.85","679","6.4"
"Rocky Balboa ","Color","Sylvester Stallone","285","139","13000","461","Burt Young","13000","70269171","Sylvester Stallone","162130","15111","Mike Tyson","0","http://www.imdb.com/title/tt0479143/?ref_=fn_tt_tt_1","962","English","USA","PG","24000000","2006","683","1.85","0","7.2"
"Dangerous Liaisons ","Color","Stephen Frears","51","119","350","418","Peter Capaldi","18000","34700000","Keanu Reeves","52846","35501","Swoosie Kurtz","2","http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1","143","English","USA","R","14000000","1988","17000","1.85","0","7.7"
"A Guy Thing ","Color","Chris Koch","81","101","13","499","Lochlyn Munro","651","15408822","Thomas Lennon","14147","2698","James Brolin","3","http://www.imdb.com/title/tt0295289/?ref_=fn_tt_tt_1","92","English","USA","PG-13","20000000","2003","555","1.85","401","5.6"
"Ta Ra Rum Pum ","Color","Siddharth Anand","16","153","5","60","Mary Goggin","532","872643","Saif Ali Khan","2909","902","Vic Aviles","3","http://www.imdb.com/title/tt0833553/?ref_=fn_tt_tt_1","37","Hindi","USA",,"6000000","2007","249",,"108","5.4"
"Brokeback Mountain ","Color","Ang Lee","357","134","0","11000","Heath Ledger","15000","83025853","Jake Gyllenhaal","259837","39789","Anne Hathaway","0","http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1","2254","English","USA","R","14000000","2005","13000","1.85","13000","7.7"
"Snow White: A Tale of Terror ","Color","Michael Cohn","22","100","2","512","Chris Bauer","642",,"David Conrad","8118","2170","Monica Keena","2","http://www.imdb.com/title/tt0119227/?ref_=fn_tt_tt_1","69","English","USA","R","26000000","1997","638","1.85","0","6.3"
"10 Cloverfield Lane ","Color","Dan Trachtenberg","411","104","16","82","John Gallagher Jr.","14000","71897215","Bradley Cooper","126893","14504","Sumalee Montano","0","http://www.imdb.com/title/tt1179933/?ref_=fn_tt_tt_1","440","English","USA","PG-13","15000000","2016","338","2.35","33000","7.3"
"The Wolfman ","Color","Joe Johnston","357","119","394","162","Simon Merrells","12000","61937495","Anthony Hopkins","89442","13071","Art Malik","0","http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1","432","English","USA","R","150000000","2010","490","1.85","0","5.8"
"The Kite Runner ","Color","Marc Forster","201","128","395","161","Shaun Toub","283","15797907","Mustafa Haidari","68119","904","Khalid Abdalla","0","http://www.imdb.com/title/tt0419887/?ref_=fn_tt_tt_1","230","Dari","USA","PG-13","20000000","2007","206","2.35","0","7.6"
"Modern Problems ","Color","Ken Shapiro","14","93","2","213","Dabney Coleman","484",,"Brian Doyle-Murray","3904","1455","Mary Kay Place","1","http://www.imdb.com/title/tt0082763/?ref_=fn_tt_tt_1","48","English","USA","PG","8000000","1981","345","1.85","495","5"
"Spy Kids: All the Time in the World in 4D ","Color","Robert Rodriguez","76","89","0","640","Joel McHale","2000","38536376","Alexa PenaVega","15866","4311","Daryl Sabara","5","http://www.imdb.com/title/tt1517489/?ref_=fn_tt_tt_1","83","English","USA","PG","27000000","2011","734","1.85","0","3.6"
"Unforgiven ","Color","Clint Eastwood","131","131","16000","638","Morgan Freeman","16000","101157447","Clint Eastwood","277505","28544","Frances Fisher","1","http://www.imdb.com/title/tt0105695/?ref_=fn_tt_tt_1","495","English","USA","R","14400000","1992","11000","2.35","10000","8.3"
"Das Boot ","Color","Wolfgang Petersen","96","293","249","18","Martin Semmelrogge","362","11433134","Jürgen Prochnow","168203","469","Herbert Grönemeyer","0","http://www.imdb.com/title/tt0082096/?ref_=fn_tt_tt_1","426","German","West Germany","R","14000000","1981","21","1.85","11000","8.4"
"Safe ","Color","Boaz Yakin","258","94","132","317","Reggie Lee","26000","17120019","Jason Statham","83097","27759","Robert John Burke","2","http://www.imdb.com/title/tt1656190/?ref_=fn_tt_tt_1","134","English","USA","R","30000000","2012","828","2.35","12000","6.5"
"Jungle Shuffle ","Color","Taedong Park","8","85","0","196","Tom Arnold","1000",,"Drake Bell","162","2259","Amanda Troop","0","http://www.imdb.com/title/tt2722786/?ref_=fn_tt_tt_1","2","English","South Korea",,"10000000","2014","618",,"186","4.8"
"An Unfinished Life ","Color","Lasse Hallström","107","108","529","83","Camryn Manheim","11000","8535575","Morgan Freeman","24033","11519","Lynda Boyd","3","http://www.imdb.com/title/tt0350261/?ref_=fn_tt_tt_1","152","English","USA","PG-13","30000000","2005","329","2.35","0","7"
"The Santa Clause 2 ","Color","Michael Lembeck","80","104","54","775","Aisha Tyler","901","139225854","Judge Reinhold","34561","5265","Eric Lloyd","0","http://www.imdb.com/title/tt0304669/?ref_=fn_tt_tt_1","116","English","USA","G","60000000","2002","857","1.85","1000","5.5"
"The Texas Chainsaw Massacre: The Beginning ","Color","Jonathan Liebesman","196","83","473","597","Jordana Brewster","20000","39511038","Matt Bomer","56269","26402","Lew Temple","0","http://www.imdb.com/title/tt0420294/?ref_=fn_tt_tt_1","366","English","USA","R","16000000","2006","4000","1.85","0","5.9"
"Public Enemies ","Color","Michael Mann","357","140","0","1000","Christian Bale","40000","97030725","Johnny Depp","230931","64599","Stephen Graham","1","http://www.imdb.com/title/tt1152836/?ref_=fn_tt_tt_1","585","English","USA","R","100000000","2009","23000","2.35","0","7"
"Mother and Child ","Color","Rodrigo García","161","125","127","798","Jimmy Smits","6000","1110286","Naomi Watts","9727","8876","Carla Gallo","6","http://www.imdb.com/title/tt1121977/?ref_=fn_tt_tt_1","65","English","USA","R","4825000","2009","941","2.35","0","7.2"
"Gosford Park ","Color","Robert Altman","187","131","500","555","Bob Balaban","1000","41300105","Kristin Scott Thomas","65201","3261","Tom Hollander","0","http://www.imdb.com/title/tt0280707/?ref_=fn_tt_tt_1","651","English","UK","R","19800000","2001","559","2.35","0","7.3"
"How Green Was My Valley "," Black and White","John Ford","74","118","673","137","Walter Pidgeon","595",,"Roddy McDowall","15840","1129","Barry Fitzgerald","5","http://www.imdb.com/title/tt0033729/?ref_=fn_tt_tt_1","124","English","USA","Approved","1250000","1941","176","1.37","0","7.8"
"Little Boy ","Color","Alejandro Monteverde","45","106","38","975","Cary-Hiroyuki Tagawa","1000","6420319","Tom Wilkinson","15978","5705","Michael Rapaport","0","http://www.imdb.com/title/tt1810683/?ref_=fn_tt_tt_1","122","English","Mexico","PG-13","20000000","2015","1000","2.35","15000","7.4"
"Domino ","Color","Tony Scott","186","127","12000","897","Mo'Nique","984","10137232","Ian Ziering","58015","5702","Edgar Ramírez","0","http://www.imdb.com/title/tt0421054/?ref_=fn_tt_tt_1","374","English","France","R","50000000","2005","940","2.35","0","6"
"Eternal Sunshine of the Spotless Mind ","Color","Michel Gondry","273","108","1000","1000","Kirsten Dunst","14000","34126138","Kate Winslet","666937","19364","Tom Wilkinson","1","http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1","1514","English","USA","R","20000000","2004","4000","1.85","52000","8.3"
"Percy Jackson: Sea of Monsters ","Color","Thor Freudenthal","183","106","87","918","Leven Rambin","8000","68558662","Logan Lerman","86627","10882","Brandon T. Jackson","0","http://www.imdb.com/title/tt1854564/?ref_=fn_tt_tt_1","204","English","USA","PG","90000000","2013","956","2.35","28000","5.9"
"Meet the Parents ","Color","Jay Roach","150","108","116","708","Blythe Danner","22000","166225040","Robert De Niro","260442","24286","Teri Polo","2","http://www.imdb.com/title/tt0212338/?ref_=fn_tt_tt_1","507","English","USA","PG-13","55000000","2000","713","1.85","0","7"
"Shortbus ","Color","John Cameron Mitchell","160","101","263","37","Peter Stickles","71","1984378","Sook-Yin Lee","27346","226","Raphael Barker","3","http://www.imdb.com/title/tt0367027/?ref_=fn_tt_tt_1","206","English","USA","Unrated","2000000","2006","51","1.78","0","6.5"
"The Midnight Meat Train ","Color","Ryûhei Kitamura","177","103","129","1000","Brooke Shields","14000","73548","Bradley Cooper","47574","18639","Leslie Bibb","0","http://www.imdb.com/title/tt0805570/?ref_=fn_tt_tt_1","209","English","USA","R","15000000","2008","1000","2.35","0","6.1"
"The Death and Life of Bobby Z ","Color","John Herzfeld","30","97","17","1000","Olivia Wilde","23000",,"Paul Walker","12078","37457","Jason Flemyng","2","http://www.imdb.com/title/tt0473188/?ref_=fn_tt_tt_1","31","English","USA","R","22000000","2007","10000","2.35","0","5.9"
"Paul ","Color","Greg Mottola","342","109","99","57","Nelson Ascencio","176","37371385","Bobby Lee","192462","390","Jeremy Owen","0","http://www.imdb.com/title/tt1092026/?ref_=fn_tt_tt_1","334","English","USA","R","40000000","2011","61","2.35","42000","7"
"Escape from Tomorrow "," Black and White","Randy Moore","143","90","13","432","Lee Armstrong","977","169719","Trey Loney","7384","2483","Amy Lucas","0","http://www.imdb.com/title/tt2187884/?ref_=fn_tt_tt_1","79","English","USA","Not Rated",,"2013","511","1.85","0","5.2"
"Diner ","Color","Barry Levinson","42","110","272","551","Daniel Stern","801","14100000","Steve Guttenberg","14995","2943","Ellen Barkin","6","http://www.imdb.com/title/tt0083833/?ref_=fn_tt_tt_1","87","English","USA","R","5000000","1982","796","1.85","0","7.2"
"Good Luck Chuck ","Color","Mark Helfrich","127","101","7","440","Dan Fogler","1000","35000629","Dane Cook","74622","2822","Chelan Simmons","1","http://www.imdb.com/title/tt0452625/?ref_=fn_tt_tt_1","150","English","USA","R","25000000","2007","562","1.85","0","5.6"
"Barney's Great Adventure ","Color","Steve Gomer","24","76","9","47","Kyla Pratt","595","11144518","Trevor Morgan","2724","1139","Shirley Douglas","0","http://www.imdb.com/title/tt0120598/?ref_=fn_tt_tt_1","53","English","Canada","G","15000000","1998","417","1.85","436","2.8"
"Match Point ","Color","Woody Allen","278","119","11000","400","Mark Gatiss","19000","23089926","Scarlett Johansson","166269","20391","Penelope Wilton","3","http://www.imdb.com/title/tt0416320/?ref_=fn_tt_tt_1","735","English","UK","R","15000000","2005","567","1.85","0","7.7"
"Baby Geniuses ","Color","Bob Clark","45","97","84","782","Dom DeLuise","899","27141959","Kathleen Turner","19547","2936","Ruby Dee","2","http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1","168","English","USA","PG","18000000","1999","842","1.85","0","2.5"
"Pushing Tin ","Color","Mike Newell","56","124","179","551","Kurt Fuller","11000","8406264","Angelina Jolie Pitt","24826","13093","Jake Weber","3","http://www.imdb.com/title/tt0120797/?ref_=fn_tt_tt_1","175","English","USA","R","38000000","1999","617","2.35","783","6"
